importer1,importer2,flow1
Washington Heights,Bensonhurst,21
Washington Heights,Douglastown-Little Neck,15
Washington Heights,Jamaica,78
Washington Heights,Soundview,232
West Village,Bedford Park,538
West Village,Corona,10
West Village,Fordham,378
West Village,Mott Haven,970
West Village,Steinway,3
West Village,Williamsburg,41070
Williams Bridge,Central Park,3
Williams Bridge,Clinton,6
Williams Bridge,Spuyten Duyvil,4
Williams Bridge,Tribeca,4
Williamsburg,Bedford-Stuyvesant,51334
Williamsburg,Gramercy,25656
Williamsburg,High Bridge,189
Williamsburg,Morris Heights,55
Williamsburg,Sunset Park,2153
Woodhaven-Richmond Hill,Harlem,14
Woodhaven-Richmond Hill,Queensboro Hill,7
Woodhaven-Richmond Hill,West Village,19
Woodlawn-Nordwood,Financial District,4
Woodlawn-Nordwood,Parkchester,6
Woodlawn-Nordwood,Upper East Side,17
Woodside,Flatbush,6
Woodside,Garment District,2582
Woodside,Inwood,43
Woodside,University Heights,30
Woodside,Washington Heights,574
Yorkville,Ridgewood,230
Yorkville,The Rockaways,34
Astoria-Long Island City,Carnegie Hill,1692
Astoria-Long Island City,Douglastown-Little Neck,283
Astoria-Long Island City,Fort Green,3351
Astoria-Long Island City,Sunny Side,50942
Auburndale,Downtown,3
Battery Park,Canarsie,123
Battery Park,Soho,80127
Battery Park,Sunny Side,1910
Bay Ridge,Borough Park,196
Bay Ridge,East Brooklyn,10
Bay Ridge,Yorkville,12
Baychester,Bedford Park,8
Bedford-Stuyvesant,Chelsea,1018
Bedford-Stuyvesant,City Island,3
Bedford-Stuyvesant,Sunny Side,474
Bensonhurst,Garment District,37
Bensonhurst,Mapleton-Flatlands,113
Bensonhurst,South Bronx,4
Boerum Hill,Bedford Park,19
Boerum Hill,Carnegie Hill,211
Boerum Hill,Carroll Gardens,13556
Boerum Hill,Clinton,1527
Boerum Hill,Maspeth,103
Boerum Hill,Morris Heights,7
Boerum Hill,Morris Park,31
Boerum Hill,Mott Haven,50
Boerum Hill,Parkchester,24
Boerum Hill,Williamsburg,13667
Borough Park,Boerum Hill,333
Borough Park,Chinatown,70
Borough Park,East Village,182
Borough Park,Flatbush,6
Borough Park,Middle Village,4
Borough Park,Springfield Gardens,7
Borough Park,Williamsburg,317
Brownsville,Bushwick,68
Brownsville,Greenwich Village,10
Brownsville,Jackson Heights,4
Brownsville,North Sutton Area,4
Brownsville,Upper West Side,12
Brownsville,Utopia,3
Bushwick,Harlem,144
Bushwick,Woodhaven-Richmond Hill,86
Canarsie,Financial District,31
Canarsie,Forest Hills,6
Canarsie,Murray Hill,13
Carnegie Hill,Bedford Park,216
Carnegie Hill,Dyker Heights,30
Carnegie Hill,Upper West Side,265832
Carnegie Hill,Williamsburg,2100
Carnegie Hill,Yorkville,53495
Carroll Gardens,Dyker Heights,462
Carroll Gardens,Flatbush,44
Carroll Gardens,Kings Bridge,18
Carroll Gardens,Queensboro Hill,21
Central Park,Carnegie Hill,74933
Central Park,Corona,10
Central Park,Morris Heights,159
Central Park,Ridgewood,340
Central Park,Utopia,228
Chelsea,Borough Park,4979
Chelsea,Douglastown-Little Neck,531
Chelsea,East Harlem,21553
Chelsea,Jamaica,1924
Chelsea,Little Italy,98706
Chelsea,Mapleton-Flatlands,5135
Chelsea,Morris Heights,1171
Chelsea,Mott Haven,3436
Chelsea,Nkew Gardens,3103
Astoria-Long Island City,Canarsie,118
Astoria-Long Island City,Chinatown,678
Astoria-Long Island City,Midtown,64662
Astoria-Long Island City,Queens Village,193
Astoria-Long Island City,Spuyten Duyvil,53
Auburndale,Mapleton-Flatlands,4
Battery Park,Astoria-Long Island City,2373
Battery Park,Douglastown-Little Neck,93
Battery Park,Inwood,267
Battery Park,Jackson Heights,747
Battery Park,Mott Haven,153
Battery Park,Woodlawn-Nordwood,19
Bay Ridge,Bay Ridge,2718
Bay Ridge,Canarsie,54
Bay Ridge,East Village,51
Bay Ridge,Fort Green,124
Bay Ridge,Lower East Side,59
Bay Ridge,Morris Heights,4
Bay Ridge,Williamsburg,153
Baychester,Upper West Side,6
Bedford Park,Bedford-Stuyvesant,5
Bedford Park,Fordham,115
Bedford Park,Riverdale,37
Bedford Park,Sunny Side,4
Bedford-Stuyvesant,Bedford-Stuyvesant,19918
Bedford-Stuyvesant,Fordham,18
Bedford-Stuyvesant,Mott Haven,28
Bensonhurst,Hamilton Heights,7
Boerum Hill,Queens Village,7
Boerum Hill,South Bronx,57
Borough Park,Gramercy,367
Borough Park,Greenwood,270
Borough Park,High Bridge,6
Borough Park,North Sutton Area,32
Borough Park,Soho,188
Borough Park,Sunset Park,363
Borough Park,Tribeca,160
Brownsville,Park Slope,17
Bushwick,Financial District,282
Bushwick,Gramercy,596
Bushwick,Middle Village,62
Bushwick,Midtown,504
Bushwick,Ridgewood,1541
Canarsie,Downtown,13
Canarsie,Fort Green,33
Canarsie,Middle Village,4
Canarsie,Sunny Side,10
Carnegie Hill,Bay Ridge,213
Carnegie Hill,Jamaica,145
Carnegie Hill,Upper East Side,661569
Carroll Gardens,Auburndale,18
Carroll Gardens,Battery Park,3532
Carroll Gardens,Bensonhurst,354
Carroll Gardens,Brownsville,163
Carroll Gardens,Country Club,6
Carroll Gardens,Financial District,10931
Carroll Gardens,Midtown,14408
Carroll Gardens,Parkchester,9
Central Park,Cobble Hill,397
Central Park,Queens Village,17
Central Park,Soho,15779
Chelsea,Astoria-Long Island City,54264
Chelsea,East Brooklyn,1259
Chelsea,East Village,425498
Chelsea,Harlem,63629
Chelsea,Lower East Side,226174
Chelsea,Queens Village,265
Chelsea,Woodhaven-Richmond Hill,1370
Chinatown,Carroll Gardens,2499
City Island,Gramercy,4
Clearview,Auburndale,14
Clearview,Middle Village,4
Clinton,Auburndale,330
Clinton,Glendale,495
Clinton,Saintalbans,210
Clinton,Throggs Neck,602
Cobble Hill,Bedford Park,5
Cobble Hill,Chelsea,4961
Cobble Hill,Harlem,117
Cobble Hill,Middle Village,47
Corona,East Village,73
Corona,Fort Green,96
Corona,Greenwich Village,117
Corona,Williamsburg,54
Corona,Yorkville,57
Country Club,Baychester,25
Country Club,Canarsie,4
Country Club,Harlem,13
Country Club,Kings Bridge,8
Country Club,Morningside Heights,5
Country Club,Murray Hill,5
Country Club,Yorkville,7
Douglastown-Little Neck,Battery Park,12
Douglastown-Little Neck,Bushwick,9
Douglastown-Little Neck,Carnegie Hill,5
Douglastown-Little Neck,Cobble Hill,4
Douglastown-Little Neck,Douglastown-Little Neck,1588
Downtown,Morris Heights,39
Downtown,Tremont,54
Downtown,University Heights,36
Downtown,Washington Heights,615
Dyker Heights,Sunset Park,42
East Brooklyn,Astoria-Long Island City,14
East Brooklyn,Garment District,42
East Brooklyn,Gramercy,44
East Brooklyn,Morningside Heights,6
East Brooklyn,University Heights,6
East Brooklyn,Washington Heights,9
East Brooklyn,Yorkville,12
East Harlem,Inwood,936
East Harlem,Murray Hill,5726
East Harlem,Yorkville,63583
East Village,Gravesend-Sheepshead Bay,2764
East Village,Murray Hill,230909
East Village,Tremont,632
Financial District,Bedford-Stuyvesant,12345
Financial District,Douglastown-Little Neck,368
Financial District,Park Slope,23853
Financial District,South Bronx,777
Financial District,Union Port,206
Flatbush,Garment District,6
Flatbush,Greenwood,7
Flushing,Auburndale,256
Flushing,Bedford Park,11
Flushing,Cobble Hill,11
Flushing,Harlem,76
Flushing,Midtown,1923
Flushing,Murray Hill,444
Flushing,Queens Village,22
Flushing,The Rockaways,7
Flushing,Williamsburg,112
Flushing,Woodside,201
Fordham,Jackson Heights,7
Fordham,South Bronx,81
Forest Hills,Fordham,10
Forest Hills,Upper West Side,768
Fort Green,Cobble Hill,4304
Fort Green,Laurelton,45
Fort Green,Little Italy,3363
Fort Green,Murray Hill,3892
Fort Green,Nkew Gardens,243
Fort Green,University Heights,32
Fort Green,Washington Heights,732
Fort Green,Woodhaven-Richmond Hill,223
Garment District,East Village,218702
Garment District,Riverdale,2625
Garment District,Sunny Side,34383
Garment District,Woodlawn-Nordwood,866
Garment District,Woodside,9444
Glendale,Auburndale,5
Glendale,Bushwick,64
Glendale,East Harlem,5
Glendale,Laurelton,5
Gramercy,Battery Park,107913
Gramercy,Chelsea,987018
Gramercy,Dyker Heights,1790
Gramercy,Laurelton,131
Gramercy,Middle Village,3592
Gramercy,Morningside Heights,25771
Gravesend-Sheepshead Bay,Baychester,4
Gravesend-Sheepshead Bay,Canarsie,165
Gravesend-Sheepshead Bay,Dyker Heights,34
Gravesend-Sheepshead Bay,Middle Village,4
Gravesend-Sheepshead Bay,Ridgewood,6
Gravesend-Sheepshead Bay,Springfield Gardens,7
Gravesend-Sheepshead Bay,Utopia,6
Gravesend-Sheepshead Bay,Williamsburg,27
Greenwich Village,Chinatown,39820
Greenwich Village,Glendale,723
Greenwood,Clinton,161
Greenwood,Flushing,10
Greenwood,Maspeth,10
Greenwood,North Sutton Area,28
Greenwood,Soho,142
Greenwood,Tribeca,202
Hamilton Heights,Dyker Heights,22
Hamilton Heights,Fort Green,409
Hamilton Heights,High Bridge,1187
Hamilton Heights,Sunset Park,113
Harlem,Gravesend-Sheepshead Bay,47
Harlem,Hamilton Heights,29499
Harlem,Morris Park,425
Harlem,University Heights,637
Harlem,Washington Heights,18244
High Bridge,Gramercy,196
High Bridge,Riverdale,32
Hunts Point,Garment District,23
Hunts Point,Little Italy,4
Hunts Point,Utopia,4
Inwood,Fordham,125
Inwood,Queens Village,4
Jackson Heights,Country Club,47
Jackson Heights,High Bridge,190
Jackson Heights,Hunts Point,69
Jackson Heights,Laurelton,24
Jackson Heights,Mapleton-Flatlands,107
Jackson Heights,Morningside Heights,626
Jackson Heights,Sunset Park,130
Jamaica,South Bronx,17
Kings Bridge,Clinton,17
Kings Bridge,Downtown,5
Kings Bridge,Financial District,11
Kings Bridge,Maspeth,4
Kings Bridge,Morris Heights,33
Kings Bridge,South Bronx,44
Kings Bridge,The Rockaways,4
Kings Bridge,Tribeca,7
Laurelton,Chelsea,9
Laurelton,Cobble Hill,4
Laurelton,Flushing,5
Laurelton,Fort Green,6
Laurelton,Garment District,16
Laurelton,Inwood,4
Laurelton,Mapleton-Flatlands,4
Laurelton,Murray Hill,13
Little Italy,Borough Park,970
Little Italy,Corona,7
Little Italy,Greenwich Village,132925
Little Italy,Murray Hill,51513
Little Italy,North Sutton Area,6658
Little Italy,Ridgewood,921
Little Italy,The Rockaways,48
Little Italy,Utopia,235
Lower East Side,Canarsie,944
Lower East Side,Mapleton-Flatlands,3930
Lower East Side,Murray Hill,107828
Lower East Side,Queens Village,128
Mapleton-Flatlands,Gramercy,205
Mapleton-Flatlands,Morris Park,5
Mapleton-Flatlands,The Rockaways,17
Maspeth,Greenwich Village,300
Maspeth,Jackson Heights,296
Maspeth,Upper West Side,189
Maspeth,Washington Heights,13
Middle Village,Fort Green,15
Middle Village,Jamaica,21
Middle Village,Laurelton,4
Middle Village,Little Italy,6
Middle Village,Nkew Gardens,61
Midtown,Laurelton,814
Midtown,Spuyten Duyvil,5067
Midtown,Steinway,20
Morningside Heights,Gramercy,19373
Morningside Heights,Park Slope,916
Morningside Heights,Union Port,120
Morningside Heights,Williams Bridge,145
Morris Heights,Bedford-Stuyvesant,5
Morris Heights,Forest Hills,7
Morris Heights,Garment District,25
Morris Park,Country Club,25
Morris Park,Gramercy,17
Morris Park,Hamilton Heights,17
Morris Park,Morris Park,508
Morris Park,Parkchester,100
Mott Haven,Carnegie Hill,115
Mott Haven,Greenwood,9
Mott Haven,Steinway,6
Murray Hill,Bushwick,3261
Murray Hill,Cobble Hill,3155
Murray Hill,North Sutton Area,66821
Murray Hill,Ridgewood,1872
Murray Hill,Soundview,746
Murray Hill,Upper East Side,656299
Murray Hill,Wakefield-Williamsbridge,320
Nkew Gardens,Bensonhurst,5
Nkew Gardens,Brownsville,11
Nkew Gardens,Flushing,440
Nkew Gardens,Jamaica,597
Nkew Gardens,Morris Park,7
Nkew Gardens,Parkchester,12
Nkew Gardens,The Rockaways,23
Nkew Gardens,Throggs Neck,9
Nkew Gardens,Utopia,1582
North Sutton Area,Forest Hills,2653
North Sutton Area,Gramercy,185529
North Sutton Area,Soundview,426
Park Slope,Clinton,1115
Park Slope,Glendale,42
Park Slope,Greenwich Village,3299
Park Slope,Kings Bridge,47
Park Slope,Lower East Side,4327
Park Slope,Maspeth,77
Park Slope,Park Slope,35710
Park Slope,South Bronx,33
Park Slope,Tribeca,1557
Park Slope,Union Port,9
Parkchester,Boerum Hill,4
Parkchester,Lower East Side,17
Parkchester,University Heights,10
Parkchester,Washington Heights,47
Parkchester,Woodhaven-Richmond Hill,8
Queens Village,Battery Park,6
Queensboro Hill,Astoria-Long Island City,50
Queensboro Hill,Greenwich Village,7
Queensboro Hill,Hamilton Heights,4
Queensboro Hill,Middle Village,6
Ridgewood,Battery Park,9
Ridgewood,Bushwick,585
Ridgewood,Jamaica,32
Ridgewood,Morris Park,4
Ridgewood,Springfield Gardens,6
Riverdale,Kings Bridge,143
Riverdale,Lower East Side,13
Riverdale,Soho,5
Riverdale,Wakefield-Williamsbridge,10
Saintalbans,Canarsie,8
Saintalbans,Hamilton Heights,4
Soho,Flatbush,37
Soho,High Bridge,571
Soho,Mott Haven,777
Soho,Riverdale,601
Soho,Sunset Park,2558
Soundview,Central Park,13
Soundview,Jamaica,4
South Bronx,East Village,40
South Bronx,Garment District,78
South Bronx,Queens Village,5
South Bronx,Springfield Gardens,4
South Bronx,Williamsburg,11
Springfield Gardens,Chinatown,14
Springfield Gardens,Clinton,147
Springfield Gardens,Dyker Heights,8
Springfield Gardens,Maspeth,6
Springfield Gardens,Throggs Neck,4
Springfield Gardens,Tribeca,66
Springfield Gardens,Upper East Side,237
Springfield Gardens,West Village,50
Spuyten Duyvil,Central Park,6
Spuyten Duyvil,Park Slope,4
Spuyten Duyvil,Union Port,4
Spuyten Duyvil,Washington Heights,53
Spuyten Duyvil,Williams Bridge,6
Sunny Side,City Island,5
Sunny Side,Corona,18
Sunny Side,Kings Bridge,98
Sunny Side,Mott Haven,507
Sunny Side,Utopia,747
Sunset Park,Astoria-Long Island City,53
Sunset Park,Mapleton-Flatlands,225
Sunset Park,Middle Village,7
Sunset Park,Mott Haven,5
The Rockaways,Lower East Side,4
Throggs Neck,Greenwich Village,5
Throggs Neck,North Sutton Area,5
Throggs Neck,Upper East Side,19
Tremont,Chinatown,5
Tremont,High Bridge,78
Tremont,Hunts Point,24
Tremont,Jackson Heights,5
Tremont,Morningside Heights,12
Tremont,Sunset Park,4
Tremont,Throggs Neck,17
Tribeca,Bensonhurst,996
Tribeca,Brownsville,434
Tribeca,Sunny Side,6564
Tribeca,Tremont,196
Union Port,Morris Heights,17
Union Port,Woodlawn-Nordwood,5
University Heights,Little Italy,7
Upper East Side,Astoria-Long Island City,127429
Upper East Side,Carnegie Hill,761521
Upper East Side,Greenwood,2577
Upper East Side,Inwood,9432
Upper East Side,Upper East Side,6840368
Upper West Side,Baychester,220
Upper West Side,Dyker Heights,332
Upper West Side,Hamilton Heights,128789
Upper West Side,Lower East Side,64352
Utopia,Financial District,182
Utopia,Fort Green,24
Utopia,Gravesend-Sheepshead Bay,9
Utopia,The Rockaways,6
Wakefield-Williamsbridge,Jackson Heights,4
Wakefield-Williamsbridge,Upper West Side,15
Washington Heights,Flushing,101
Washington Heights,Wakefield-Williamsbridge,113
West Village,Astoria-Long Island City,20034
West Village,Borough Park,2072
West Village,City Island,10
West Village,Flushing,554
West Village,Fort Green,30307
West Village,Little Italy,67741
West Village,Lower East Side,132025
West Village,Mapleton-Flatlands,2308
West Village,Nkew Gardens,975
West Village,North Sutton Area,14796
Williams Bridge,Gravesend-Sheepshead Bay,4
Williams Bridge,Morris Heights,15
Williamsburg,Country Club,12
Williamsburg,Laurelton,19
Williamsburg,The Rockaways,38
Williamsburg,Woodside,2183
Woodhaven-Richmond Hill,Bushwick,53
Woodhaven-Richmond Hill,Douglastown-Little Neck,24
Woodhaven-Richmond Hill,The Rockaways,25
Woodlawn-Nordwood,Baychester,4
Woodlawn-Nordwood,Hamilton Heights,6
Woodlawn-Nordwood,Inwood,13
Woodlawn-Nordwood,Jackson Heights,4
Woodlawn-Nordwood,Wakefield-Williamsbridge,40
Woodside,Central Park,807
Woodside,Dyker Heights,11
Woodside,Glendale,109
Woodside,Lower East Side,990
Woodside,South Bronx,111
Woodside,Spuyten Duyvil,9
Yorkville,Baychester,80
Yorkville,Clinton,21570
Yorkville,Douglastown-Little Neck,88
Yorkville,High Bridge,2230
Yorkville,Maspeth,233
Yorkville,Sunset Park,156
Yorkville,Tribeca,4019
Astoria-Long Island City,Forest Hills,5810
Astoria-Long Island City,Gravesend-Sheepshead Bay,273
Astoria-Long Island City,High Bridge,801
Astoria-Long Island City,Sunset Park,428
Astoria-Long Island City,Tremont,455
Auburndale,Lower East Side,6
Battery Park,Bedford-Stuyvesant,1423
Battery Park,Hamilton Heights,728
Battery Park,Laurelton,18
Battery Park,Morris Park,73
Battery Park,Parkchester,152
Battery Park,Upper East Side,58222
Battery Park,Woodhaven-Richmond Hill,164
Bay Ridge,Astoria-Long Island City,28
Bay Ridge,Battery Park,28
Bay Ridge,Fordham,4
Bay Ridge,High Bridge,4
Bay Ridge,Mapleton-Flatlands,197
Bay Ridge,Mott Haven,5
Baychester,Fordham,12
Baychester,Soundview,7
Baychester,Woodlawn-Nordwood,5
Bedford Park,Carnegie Hill,5
Bedford Park,Kings Bridge,98
Bedford Park,South Bronx,48
Bedford-Stuyvesant,Cobble Hill,241
Bedford-Stuyvesant,Inwood,24
Bensonhurst,Bensonhurst,1082
Bensonhurst,Brownsville,8
Bensonhurst,Bushwick,10
Bensonhurst,Forest Hills,9
Bensonhurst,The Rockaways,4
Boerum Hill,Bedford-Stuyvesant,12250
Boerum Hill,Borough Park,2169
Boerum Hill,Fort Green,29709
Boerum Hill,Hamilton Heights,258
Boerum Hill,Little Italy,1436
Boerum Hill,Nkew Gardens,87
Boerum Hill,Riverdale,17
Borough Park,Astoria-Long Island City,69
Borough Park,Borough Park,8805
Borough Park,East Brooklyn,25
Borough Park,Little Italy,60
Borough Park,Morningside Heights,19
Borough Park,Nkew Gardens,11
Brownsville,Astoria-Long Island City,10
Brownsville,Central Park,7
Brownsville,Chelsea,21
Brownsville,Garment District,14
Brownsville,Queens Village,8
Bushwick,Astoria-Long Island City,591
Bushwick,East Brooklyn,304
Bushwick,Glendale,172
Bushwick,Hunts Point,6
Bushwick,Tremont,7
Bushwick,Woodlawn-Nordwood,4
Canarsie,Astoria-Long Island City,7
Canarsie,Hamilton Heights,4
Canarsie,Mott Haven,4
Canarsie,The Rockaways,14
Canarsie,Woodhaven-Richmond Hill,9
Carnegie Hill,Borough Park,221
Carnegie Hill,Canarsie,23
Carnegie Hill,Carnegie Hill,70233
Carnegie Hill,Little Italy,2037
Carnegie Hill,Mapleton-Flatlands,209
Carnegie Hill,Morningside Heights,23992
Carnegie Hill,Nkew Gardens,182
Carnegie Hill,Sunny Side,1902
Carnegie Hill,Tribeca,8380
Carroll Gardens,Carnegie Hill,388
Carroll Gardens,Hamilton Heights,177
Carroll Gardens,Queens Village,6
Carroll Gardens,Soundview,6
Carroll Gardens,South Bronx,37
Carroll Gardens,Tremont,7
Central Park,Canarsie,52
Central Park,Chelsea,55821
Central Park,City Island,9
Central Park,Downtown,1208
Central Park,Forest Hills,1023
Central Park,Fort Green,1879
Central Park,Upper East Side,470886
Central Park,Wakefield-Williamsbridge,86
Chelsea,Boerum Hill,13786
Chelsea,Flatbush,36
Chelsea,Fort Green,61732
Chelsea,Soundview,1277
Chinatown,Flatbush,11
Chinatown,Fordham,84
Chinatown,Riverdale,64
Clinton,Borough Park,2374
Clinton,City Island,43
Clinton,Little Italy,26327
Clinton,Mapleton-Flatlands,2499
Clinton,Morningside Heights,28982
Clinton,Nkew Gardens,1903
Clinton,Soho,100359
Clinton,Woodside,5607
Cobble Hill,Battery Park,1415
Cobble Hill,Flushing,46
Cobble Hill,Jackson Heights,221
Cobble Hill,Park Slope,7118
Cobble Hill,Ridgewood,72
Cobble Hill,Upper West Side,2055
Corona,Battery Park,61
Corona,Downtown,59
Corona,High Bridge,15
Corona,Mott Haven,10
Corona,Riverdale,11
Corona,Spuyten Duyvil,7
Corona,Sunset Park,13
Country Club,Country Club,229
Douglastown-Little Neck,Bedford-Stuyvesant,6
Douglastown-Little Neck,Jamaica,84
Douglastown-Little Neck,Morningside Heights,6
Douglastown-Little Neck,Woodhaven-Richmond Hill,13
Downtown,Borough Park,1573
Downtown,Flushing,325
Downtown,Little Italy,4415
Downtown,Nkew Gardens,364
Downtown,Queens Village,20
Downtown,Riverdale,91
Dyker Heights,Bushwick,5
Dyker Heights,Carroll Gardens,14
Dyker Heights,Clinton,14
Dyker Heights,Middle Village,4
Dyker Heights,Tribeca,11
Dyker Heights,Yorkville,6
East Brooklyn,Bay Ridge,9
East Brooklyn,Glendale,14
East Brooklyn,High Bridge,4
East Brooklyn,Morris Heights,4
East Brooklyn,Springfield Gardens,15
East Brooklyn,Sunset Park,11
East Harlem,Fordham,494
East Harlem,Kings Bridge,283
